Verbatim,country,Disease,Test,Diagnosed,Treatment,Emotional words,Anger ,Rage ,Mad ,Irritated,Disgust,Nausea ,Sickened ,Revulsion ,Fear ,Terror ,Scared ,Panic ,Anxiety ,Dread ,Nervous ,Worry ,Sad ,Grief ,Lonely ,Empty ,Desire ,Wanting ,Craving ,Longing ,Relaxation ,Easygoing ,Chilled out ,Calm ,Happy ,Satisfaction ,Enjoyment ,Liking ,Sentiment,Optimism_effect,Negativity_bias,Projection_bias,Pessimism_bias,Survivorship_bias,Hindsight_bias,Framing_effect,Distinction_bias,Decoy_effect,Imaginability_bias,Gamblers_fallacy,Time_discounting,Status_quo_bias,Omission_bias,Regret_avoidance,Sunk_cost_fallacy,Base_rate_fallacy,Fundamental_attribution_error,Confirmation_bias,Authority_bias,False_consensus_effect,Dunning_Kruger_effect,Hueristic,Attitude,Norm,Control,Intention,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,Intention_Type,intent,intent valence,Verbatim Index,belief,start,end,belief type,belief cluster
"And in fact, I actually, to a point where I could say for about a year, I didn't have a flare up, which required me to go into the hospital. I had a flare up, but I had learned how to identify it and again, what I would do is I'd use an emergency pack, which consisted of additional steroids and I had more heavy duty antibiotic.",uk,copd,No,No,Yes,"emergency, heavy",0.768418269,0.400940209,0.61284936,0.41943211,0.099711326,0.976642141,0.244892073,0.340092817,0.283032168,0.797567797,0.256276094,0.783228222,0.931883215,0.95051058,0.668758816,0.087680532,0.872437614,0.40051735,0.872563738,0.499117178,0.251657978,0.763422473,0.267686771,0.719635397,0.010957815,0.381220966,0.10189361,0.950477239,0.849839347,0.175029223,0.554076606,0.958434588,0.13159681,0.66291368,0.703819096,0.314683765,0.497378707,0.663350344,0.633971095,0.589387894,0.376145482,0.399827272,0.422197163,0.55484724,0.441563219,0.662261009,0.414204001,0.613283694,0.549029648,0.422197163,0.295461506,0.20389308,0.548487186,0.170530692,0.521303475,Social proof,-0.310633689,0.349330157,-0.350937605,0.999649704,0.984984279,4.47E-07,5.50E-09,4.95E-06,0.121152461,to Prescribe,intent5,0.184869507,10,but it does help your breathing and your,67,107,norm,norm0
"The longest time I had to stay in the hospital was over, just about two weeks. But, that wasn't because of the COPD. That was because of the, I had a heart failure. It was kind of a very severe one. It seemed like curtains at the time, but actually, they caught it in time. In fact, I went to the same hospital as Prince Phillip went to last month. Bart's in Ottawa, Bart's in London, same crowd, same place, same reason.",uk,copd,No,No,No,severe,0.616622392,0.515539784,0.817619453,0.53494785,0.734447576,0.446425925,0.961221687,0.923400801,0.663199749,0.570219727,0.586652038,0.219011675,0.984761945,0.124068217,0.014697427,0.847354931,0.600181081,0.494217572,0.962328572,0.385236358,0.815991517,0.029306555,0.203856918,0.444915949,0.563736209,0.442405098,0.674900918,0.351115536,0.800284587,0.485763691,0.733033336,0.66737869,0.767124465,0.738887548,0.742299199,0.332373768,0.509039402,0.718738854,0.707748592,0.62585181,0.381316423,0.434756815,0.472638607,0.612768292,0.46370098,0.663701952,0.487537801,0.6502859,0.638907611,0.472638607,0.350676864,0.142225429,0.539155185,0.109958142,0.534106791,Representativeness,0.276626676,-0.129803494,0.347178876,-0.664447665,0.998072982,9.85E-07,1.14E-05,9.93E-05,0.08545465,to Prescribe,intent5,0.184869507,10,They give,6,15,attitude,attitude1
"And so, and again, generally, if I do have a flare up, I generally do have to go into to the hospital, but it's better than it was. It's not as often as it was. Like I say, the thing is, the treatment is, I've gained weight because of the steroids in my stomach area. I'm not inclined to exercise, so I've lost, lost my ability. If you don't use it, you lose it.",uk,copd,No,No,Yes,"better, lost, lost",0.360734,0.976254932,0.749244326,0.153288681,0.361263267,0.913075368,0.114680396,0.258603517,0.724049238,0.138484949,0.140512393,0.250514766,0.128246932,0.486983421,0.994715313,0.76283888,0.401023011,0.598896202,0.007017405,0.412047648,0.494143733,0.577717321,0.791933334,0.856959796,0.77865684,0.019833617,0.201108546,0.759601789,0.039225507,0.622653899,0.029142867,0.420397734,0.578441112,0.710278869,0.723190546,0.322886646,0.517020464,0.682293713,0.666866124,0.606499732,0.388013393,0.400302202,0.447875589,0.586584687,0.454711676,0.674574971,0.449558377,0.634638906,0.592222333,0.447875589,0.329799771,0.174120262,0.541264415,0.144404456,0.52504468,Representativeness,0.070138752,0.307811767,0.292913109,0.899716079,0.999931931,1.75E-07,0.718133032,0.99988842,0.464844912,to Prescribe,intent5,0.184869507,10,"stuff, which is not good for you, but it does help your breathing and",33,102,control,control1
"But what I've done is, a recent thing is, I've purchased what is called a standing desk. And, that with an exercise bike connected with it. As I use the computer a lot, I'm going to be on my exercise bike, so I've solved an issue that I have. I don't like exercise for the sake of exercise, but if I'm sitting there and having to do it, I don't have a chair. Fortunately, got rid of the chair and forced when I'm not sitting on the couch like I'm doing now to, pardon me, to exercise.",uk,copd,No,No,No,"[not] issue, [not] like, fortunately, forced",0.549345095,0.438509457,0.519293005,0.181859944,0.08533117,0.418569554,0.356000136,0.836640201,0.688093862,0.991473514,0.292377353,0.857031279,0.441974003,0.327730415,0.135969795,0.138049967,0.552387486,0.286586471,0.803590749,0.063494861,0.642637215,0.646606316,0.538363215,0.096118422,0.206068471,0.804548052,0.01511211,0.07779993,0.668540405,0.558883189,0.349111176,0.808934596,0.935815424,0.688941896,0.726800203,0.323654294,0.474226773,0.68667841,0.659831643,0.608557463,0.367071599,0.413823903,0.446688294,0.587942004,0.441262007,0.655994117,0.421249181,0.631906688,0.584541738,0.446688294,0.301139593,0.15858686,0.54666847,0.117666215,0.513433516,Representativeness,0.076914497,0.190390065,-0.243308261,0.871038973,0.000131524,3.43E-06,0.000115846,0.999878645,0.999998212,to Prescribe,intent4,0.9784064,11,", sometimes multiple times a day. And I have an injectable medication as well",79,156,control,control1
"A big negative has been, along with predating COPD, has been the fact that I've had, I've suffered from anxiety and depression. And I also have a personality disorder. Hey . A schizo-type of personality disorder. And the thing is, it isn't a nice combination with COPD because again, basically with schizo-type of personality disorder, you're, you have difficulty in the social sphere, and you don't have a great ability to read, interpret people's reactions. And especially in challenging times that's hard. That has affected me at work.",uk,copd,No,No,No,"negative, suffered, anxiety, depression, personality, personality, [not] nice, personality, difficulty, [not] great, hard",0.206130923,0.873324215,0.243383229,0.800608403,0.90875646,0.173001087,0.565189316,0.507021233,0.266087424,0.570466865,0.243380182,0.680092753,0.87946636,0.511672461,0.282749192,0.998564264,0.40905677,0.201568737,0.787623247,0.602146847,0.033346128,0.596838331,0.247572269,0.601713942,0.321940395,0.022978757,0.322835472,0.802153624,0.735959142,0.579412329,0.893378595,0.367303679,0.615002827,0.665809393,0.742318511,0.347417384,0.459257364,0.68750304,0.622007787,0.608414948,0.360011756,0.426393747,0.455307037,0.594372272,0.438987553,0.64824146,0.362146825,0.61511761,0.550169766,0.455307037,0.253095776,0.194543153,0.605803013,0.127094015,0.540361583,Representativeness,0.292679965,0.500359714,-0.057297353,0.388083488,0.000183627,0.999798059,5.74E-06,1,0.10329479,to Prescribe,intent4,0.9784064,11,"take pills, I have inhalers, I have a nebulizer and I do them all daily, sometimes multiple times a day. And I have an injectable medication as well for the COPD",8,169,norm,norm2
"Anyways, it turned out I was, for a long time with work, I was ignored and isolated, and didn't get promotions, didn't get any work to do. And it was only thanks to the union that I was able to really fight that and get, get them to, look past their noses and see that, given a proper circumstance, I was able to still do the work as a coder. Coder can do the work at home. And so anyway, like I said, that's been resolved and then it's going to be nicely resolved with retirement, which is coming soon.",uk,copd,No,No,No,"ignored, thanks, fight, proper, can, nicely",0.142000113,0.525797355,0.180496518,0.465646845,0.345795295,0.677714146,0.817976945,0.193220549,0.433426281,0.202097163,0.401656618,0.860968129,0.837592838,0.332752957,0.819749348,0.583763476,0.709931882,0.185594863,0.377103472,0.261534229,0.163900004,0.689321595,0.868585706,0.960850583,0.888579695,0.522153519,0.621558836,0.389561383,0.989458943,0.92374091,0.934348467,0.066866252,0.056931022,0.597422302,0.688056111,0.33632198,0.568676174,0.640869498,0.567490637,0.555457413,0.393968463,0.42000705,0.396087825,0.528650761,0.459034503,0.745677412,0.37501362,0.58650136,0.475101024,0.396087825,0.243544817,0.284066409,0.59670949,0.21370928,0.490388334,Social proof,0.264809459,0.632360339,0.417699575,0.623884618,0.999817371,0.999950647,0.00730498,0.000243882,0.815449595,to Treat,intent4,0.9784064,11,", I have a nebulizer and I do them",35,69,control,control2
"So, anyway, it was, well you see it was interesting when the specialist first was explaining it to me cause he quipped, you know, usually people don't hear you breathing.",uk,copd,No,No,No,"well, interesting",0.20883718,0.326291065,0.220456032,0.828450675,0.168503542,0.155642122,0.049090994,0.357909598,0.362845882,0.587640908,0.652498197,0.190182123,0.582022731,0.230257384,0.767647318,0.824799838,0.789839964,0.012778323,0.75947554,0.344669669,0.484273131,0.320513627,0.684910847,0.143542408,0.380861035,0.879840718,0.941585075,0.247493345,0.325284389,0.712463437,0.256730731,0.994264477,0.34598441,0.708845854,0.641788721,0.330955118,0.679697394,0.631886184,0.639531076,0.508897603,0.421238869,0.390726805,0.410262287,0.560045838,0.471982986,0.769258142,0.514929593,0.564658165,0.563444555,0.410262287,0.363651454,0.237527236,0.515621483,0.182581112,0.448083997,Social proof,0.125990212,0.515632093,0.187863857,0.90806514,0.995932221,4.99E-08,0.002661892,7.02E-07,0.999998927,to Prescribe,intent4,0.9784064,11,injectable medication as,127,151,control,control1
"Anyway, so it turned out it was a virus, but I'm still stuck with a lot of additional medication for heart failure. So, that hasn't reoccurred fortunately.",uk,copd,No,No,No,"virus, stuck",0.482390455,0.483322838,0.947807729,0.557856768,0.380538167,0.261835903,0.791252438,0.65361517,0.327168342,0.910638295,0.071266276,0.741984964,0.028639251,0.483710709,0.629086444,0.49825603,0.437158553,0.78801442,0.859537946,0.187309546,0.280337979,0.537841775,0.886225741,0.22997457,0.637570517,0.425387031,0.794782309,0.98176452,0.367332435,0.690641688,0.715549143,0.998111326,0.082289769,0.655681193,0.571396172,0.276645273,0.657785773,0.577738881,0.638032198,0.480966359,0.407445222,0.366740435,0.337749183,0.475201994,0.447221756,0.717430234,0.523183167,0.534260809,0.531970382,0.337749183,0.391543001,0.249616474,0.444134176,0.257696599,0.424902558,Social proof,0.11914032,0.311648667,0.238911137,0.819963694,0.004652541,2.80E-06,0.969242036,0.036376014,0.992904365,to Treat,intent4,0.9784064,11,have an injectable medication as well,119,156,norm,norm1
"I'm pretty sure that they did an EKG. At that time I had no idea what the hell that was. They did a 12 lead EKG, and I can't remember if they came in and did an echo that night or not. I think maybe I had my echo after I was in the hospital that day they put me in. I think that next day, because that's when I'm met Calvin. So I'm pretty sure they probably did an echo that morning and then I met him that afternoon.",us,copdcvd,No,No,No,"no, hell",0.951531008,0.397479491,0.101953086,0.541355794,0.320062669,0.19087325,0.780632792,0.825907312,0.269079273,0.944873732,0.116293914,0.209484565,0.243868649,0.138932987,0.852363751,0.618627398,0.512481208,0.137200999,0.302679664,0.913244574,0.574394092,0.775724296,0.794991712,0.199121668,0.202744066,0.85370283,0.341015226,0.578977916,0.611416285,0.960262626,0.847190199,0.805313502,0.025962985,0.757960916,0.712294638,0.324591517,0.605187833,0.691392183,0.713541806,0.609054029,0.426664621,0.400920123,0.462077826,0.619122922,0.481116444,0.717080235,0.539189041,0.64253515,0.645384729,0.462077826,0.419261426,0.174640611,0.517780185,0.166980579,0.52158004,Representativeness,0.121094048,0.349517584,0.305881739,0.833328664,0.999883294,1.17E-06,7.68E-05,0.113841787,0.006473688,to Treat,intent1,0.491954995,12,it doesn't always satisfy what you need. It,116,159,norm,norm0
"I don't know. I have a note in my med bin with what I take, what times, so that if I'm sick or something, my husband can fill my med boxes up for me. He also knows, ""Okay, she's got to take this."" He's gone to every single doctor's appointment with me since I was diagnosed. So if for some reason I wasn't able to speak or anything like that, he would know what he needed to do with my meds or with which doctor to call, things like that.",us,copdcvd,No,Yes,No,[not] know,0.012732907,0.649423332,0.81948912,0.929751745,0.308567811,0.544984139,0.23165705,0.877892119,0.115143765,0.552794979,0.56037412,0.370532218,0.098520542,0.445303524,0.720857019,0.924502315,0.636020188,0.155144298,0.487260536,0.801569452,0.768388379,0.887207642,0.604158101,0.461811124,0.013663711,0.546535078,0.849041547,0.315706708,0.522944179,0.084506218,0.976761574,0.099753063,0.822658427,0.710692823,0.655010283,0.292185575,0.578929782,0.648730934,0.689979672,0.563575566,0.395107597,0.388222188,0.409515113,0.561648667,0.444476902,0.66272825,0.534429908,0.588332236,0.60654825,0.409515113,0.411930114,0.171742156,0.458589584,0.184378579,0.477354318,Representativeness,0.392739981,0.521767378,0.091715731,-0.266348243,3.99E-05,1.82E-05,0.99427253,0.999587119,0.79258126,to Choose,intent1,0.491954995,12,n't,123,126,norm,norm1
"Well, I guess they did, I don't know. I mean, it's kind of blurred because I was pretty much on a lot of pain medicines because of my chest getting into, and my legs. I was in a lot of pain. I couldn't take a bath, I had to take a shower and it's like, I did not like standing up in that shower because of the heart... What's the word? Where they cut into my heart.",us,copdcvd,No,No,No,"[not] know, blurred, pain, pain, [not] like",0.9478141,0.234122888,0.928892737,0.885822261,0.034149788,0.509989063,0.268426909,0.548210708,0.33123355,0.077664883,0.779339639,0.550438211,0.79821197,0.956532727,0.212402917,0.681144697,0.680028457,0.601313675,0.099610174,0.510789271,0.654127914,0.380785693,0.612602636,0.089622389,0.884409959,0.84869495,0.744159903,0.981045701,0.73021375,0.501782152,0.201286678,0.802443623,0.480808058,0.763834059,0.748477221,0.350063056,0.55968821,0.719353557,0.707909346,0.609527051,0.39096278,0.429660946,0.4908562,0.632591784,0.473577201,0.709391415,0.498010278,0.650223851,0.647793531,0.4908562,0.351805389,0.138095796,0.544226348,0.075419337,0.522908866,Representativeness,0.512871981,0.658667326,0.659882069,-0.752684534,0.99983263,3.20E-09,0.997625649,1,0.999988794,to Prescribe,intent1,0.491954995,12,"and inhalers and pills and everything, there's not always, it doesn't always satisfy what you need. It doesn't always",57,174,control,control1
"Well, I guess most of you know, it's just sort of creeps up on you. I'm very upset about our society that gives us no real warning of the terrible danger that COPD is. When you lose your capacity to breathe, you basically lose your capacity to do most things and you don't know that, I didn't know that going in. I know it now and I've developed little coping mechanisms to make life a little bit easier, how to more easily walk to the bathroom, for example, or take a shower. Little things mean a lot when you're having trouble breathing.",value_not_assigned,copd,No,No,No,"upset, [not] real, terrible, lose, lose, [not] know, [not] know, easier, easily, trouble",0.466647139,0.26693715,0.172577896,0.741974792,0.960324185,0.053935372,0.513294353,0.259242105,0.477347284,0.334781542,0.506526677,0.218764178,0.404760566,0.191474961,0.45215169,0.348795272,0.330492448,0.357826962,0.089214042,0.317844953,0.386526743,0.833431962,0.451510951,0.703429728,0.437987259,0.620133069,0.849963079,0.582335741,0.600482201,0.477695192,0.337450313,0.106656377,0.151232477,0.666595697,0.716609299,0.332790703,0.494664639,0.659370482,0.607716978,0.579871655,0.366746098,0.395797521,0.434638858,0.577993333,0.435663521,0.660432756,0.380203933,0.595674515,0.540353,0.434638858,0.272135556,0.190454334,0.576015711,0.135001436,0.517526448,Representativeness,0.319970161,0.729524732,0.720065892,0.432067424,0.999815702,0.996851742,0.999641895,0.999987364,0.999999046,to Prescribe,intent5,0.452368204,13,"I do. It's either pills, inhalers, nebulizers, and that's about it. There's not and many other options. And oxygen, of course, but there's no real cure that I",5,163,control,control0
